id,income,age,score,icc,rate,total_debt,amount_to_be_lend,F,M,FAMILIA,PROPIO,RENTADO,Empleado,Negocio propio,Retirado,Licenciatura,Posgrado,Preparatoria,CASADO,DIVORCIADO,SEPARADO,SOLTERO,UNION_LIBRE,VIUDO,APPROVED,REJECTED
8340,20000.0,29.0,650,1,32,55000,55850.69,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8335,12000.0,48.0,677,6,28,20101,20101.78,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
8314,5000.0,28.0,705,6,24,13322,12902.77,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
8309,20000.0,29.0,664,6,30,60233,60000.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
8308,46000.0,39.0,655,2,31,110000,89291.05,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8302,10200.0,24.0,638,1,34,15000,9997.55,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
8293,30000.0,35.0,704,8,24,12353,12353.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8286,27000.0,32.0,652,6,32,110000,60000.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8281,25000.0,29.0,652,5,32,65000,60000.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8280,15000.0,36.0,703,8,24,51718,51717.9,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
8277,8000.0,28.0,707,8,24,12264,12264.17,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8273,8000.0,28.0,682,6,27,18000,21598.34,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8269,15000.0,22.0,679,5,28,51000,43368.84,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
8267,80000.0,32.0,646,4,32,60317,51343.48,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
8265,13500.0,25.0,705,8,24,20152,20152.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8264,12000.0,21.0,649,3,32,12600,12600.89,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
8261,35000.0,32.0,696,4,25,54000,23573.82,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
8246,12000.0,21.0,669,7,29,36330,36329.48,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
8241,23000.0,44.0,695,7,25,164534,164463.39,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8240,11500.0,24.0,706,7,24,13500,14529.46,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
8238,30000.0,36.0,683,7,27,90000,88965.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8234,39000.0,60.0,655,2,31,150000,60000.0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
8231,10000.0,34.0,662,1,30,51000,51801.35,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8228,13500.0,27.0,692,7,26,22000,20210.54,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
8219,30000.0,37.0,696,4,25,300000,299230.74,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8214,26800.0,29.0,700,7,25,81409,81409.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8209,21000.0,26.0,634,2,34,21000,10755.96,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
8207,80000.0,60.0,693,8,26,120000,53192.25,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8200,120000.0,40.0,661,5,30,15000,15000.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
8194,20000.0,27.0,688,6,26,72000,60000.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8187,19000.0,38.0,662,7,30,10424,10424.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
8176,100000.0,28.0,691,5,26,65000,34823.19,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8169,8000.0,39.0,672,4,29,28000,27669.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
8166,20000.0,34.0,686,4,27,36748,36656.98,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
8151,25000.0,20.0,669,6,29,17000,17500.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
8149,40000.0,44.0,665,6,30,160000,154531.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
8145,15000.0,47.0,647,5,32,30000,31824.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8135,25000.0,27.0,691,3,26,48000,48000.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8123,16000.0,27.0,626,7,35,36000,22007.93,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8111,45000.0,29.0,646,5,32,16426,16202.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8109,16000.0,58.0,652,1,32,126000,66000.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8108,10000.0,39.0,639,5,33,41049,41049.7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8098,40000.0,31.0,701,7,25,69494,56878.09,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8090,37000.0,23.0,633,0,34,44000,47274.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
8081,7500.0,25.0,698,7,25,10672,10672.72,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
8080,24000.0,26.0,649,5,32,10000,12233.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
8069,12000.0,30.0,677,8,28,22000,21606.16,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
8066,120000.0,40.0,656,4,31,45000,44915.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
8062,30000.0,26.0,641,4,33,94868,27366.46,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
8061,20000.0,23.0,640,2,33,38755,38754.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8058,10000.0,34.0,676,4,28,60000,58969.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8055,9500.0,25.0,653,4,31,17211,17211.52,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8053,12000.0,29.0,682,4,27,10960,10487.69,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
8037,15000.0,33.0,655,2,31,71000,64349.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8032,10000.0,24.0,661,5,30,29800,20445.17,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
8031,10600.0,31.0,656,6,31,100751,100751.86,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8030,19000.0,31.0,633,3,34,45951,45951.06,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
8024,20000.0,47.0,683,5,27,59427,59428.65,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
8023,11200.0,27.0,679,7,28,41000,36540.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
8018,10000.0,29.0,649,3,32,13582,13582.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8015,10000.0,29.0,649,3,32,13582,14755.2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
8010,20000.0,39.0,670,3,29,58790,58790.47,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7994,5000.0,28.0,638,6,34,6500,6500.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7993,10500.0,21.0,691,7,26,14800,14800.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7977,30000.0,29.0,679,6,28,34800,34780.89,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7976,12000.0,22.0,641,3,33,17000,17400.22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7974,22000.0,28.0,696,6,25,50000,57166.09,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7970,27000.0,29.0,693,6,26,36000,31060.04,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7964,40000.0,32.0,695,4,25,92000,60000.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
7960,6000.0,25.0,677,7,28,12000,11700.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7950,13000.0,27.0,640,6,33,23500,23000.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7940,12000.0,57.0,694,6,26,33217,30111.76,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
7914,10000.0,27.0,677,3,28,16127,16127.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7913,60000.0,33.0,688,4,26,110562,239179.39,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7912,40000.0,44.0,707,9,24,18446,18446.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7911,10000.0,27.0,677,3,28,7877,7877.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7908,8000.0,30.0,627,5,35,13000,12816.29,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7905,5000.0,23.0,700,8,25,6500,6452.63,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7897,6000.0,32.0,691,3,26,10000,7325.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7891,18000.0,22.0,690,4,26,14000,13547.53,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7877,33800.0,30.0,709,8,23,16393,20379.19,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7875,24000.0,24.0,706,8,24,20000,25138.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7874,12000.0,26.0,701,8,25,50000,54936.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7872,35000.0,36.0,628,7,35,194410,311237.59,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7868,20000.0,32.0,643,7,33,57284,57283.62,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7865,21000.0,26.0,639,3,33,20000,20816.8,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7856,120000.0,40.0,656,4,31,95000,95067.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7830,14000.0,35.0,646,3,32,34800,34776.32,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7822,6000.0,37.0,717,9,22,16363,16320.97,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7821,16000.0,27.0,687,7,27,80100,28842.44,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
7818,36800.0,43.0,706,5,24,106000,60000.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7817,30000.0,56.0,637,8,34,29263,29263.16,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7815,6700.0,61.0,650,6,32,13310,13308.46,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7802,10000.0,46.0,698,5,25,31000,32650.91,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7794,4000.0,43.0,652,1,32,10000,9218.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
7790,5000.0,25.0,677,7,28,9419,9419.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7785,25000.0,27.0,690,7,26,27000,26827.64,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
7779,5900.0,25.0,625,7,35,7400,7320.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7776,30000.0,28.0,684,7,27,13500,11587.75,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7772,6000.0,24.0,667,3,29,22231,22231.66,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7769,15000.0,30.0,650,1,32,32000,32452.91,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7761,26000.0,31.0,703,6,24,46440,46432.99,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7759,60000.0,31.0,696,7,25,306977,306977.9,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7756,12000.0,32.0,681,7,27,53000,54059.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
7747,19000.0,26.0,689,7,26,44747,44747.79,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7743,12000.0,28.0,695,6,25,10597,10597.82,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7741,50000.0,26.0,654,5,31,77195,45611.82,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
7740,15000.0,64.0,642,3,33,18600,19280.0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
7730,30000.0,30.0,676,3,28,27000,42709.29,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7728,10000.0,39.0,643,1,33,72330,71778.87,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7725,15000.0,28.0,662,5,30,15166,15166.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7721,6000.0,24.0,646,7,32,13000,13000.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7714,18115.0,35.0,705,8,24,52223,52223.76,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
7713,7000.0,21.0,668,7,29,24218,24218.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7708,45000.0,39.0,670,3,29,162000,116718.91,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7696,8000.0,24.0,678,5,28,17975,17974.27,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7695,20000.0,30.0,698,7,25,26000,26000.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
7694,15000.0,24.0,651,7,32,20488,21818.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7689,9000.0,61.0,700,8,25,30074,30074.01,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7687,25000.0,27.0,680,4,28,17688,17688.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
7675,20000.0,30.0,625,2,35,13860,13859.87,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7673,30000.0,34.0,685,4,27,46000,46093.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7668,8600.0,27.0,688,8,26,19690,19690.8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7660,9000.0,27.0,707,7,24,25000,24744.77,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
7656,7000.0,21.0,668,7,29,23000,22879.34,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7655,12000.0,30.0,686,3,27,20000,19376.92,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7654,10650.0,23.0,691,4,26,50000,51300.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7651,7000.0,28.0,641,4,33,17884,17883.72,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7650,8000.0,31.0,632,6,34,15000,15887.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7643,32000.0,31.0,703,5,24,29110,29110.17,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7635,14000.0,28.0,679,5,28,30686,30685.5,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7630,16800.0,26.0,659,3,31,21000,27984.4,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7624,15000.0,33.0,681,5,27,47398,47393.06,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7619,15000.0,28.0,682,4,27,20000,19891.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7611,40000.0,30.0,694,4,26,25000,5699.69,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7603,20000.0,21.0,654,5,31,21000,21000.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7600,15000.0,20.0,657,4,31,16923,16923.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7599,16000.0,27.0,706,8,24,20000,31782.98,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
7579,50000.0,29.0,702,3,24,30000,28633.93,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
7578,7800.0,29.0,697,6,25,27436,18359.76,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7568,4600.0,35.0,708,8,24,15000,11728.92,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7565,30000.0,37.0,687,5,27,45000,43421.58,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7554,20000.0,42.0,646,4,32,24000,23570.55,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7552,6000.0,21.0,668,7,29,23000,22879.34,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7551,12000.0,24.0,679,7,28,30000,27657.87,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7544,10000.0,27.0,626,5,35,40000,40470.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7525,30000.0,29.0,693,6,26,25000,27988.45,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7519,18700.0,25.0,682,3,27,27601,27601.27,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7507,40000.0,40.0,675,2,28,47500,47592.4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7501,50000.0,36.0,686,5,27,367000,60000.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
7494,20000.0,25.0,689,4,26,19800,19800.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7490,10000.0,29.0,658,4,31,13000,9739.25,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7488,25000.0,30.0,715,6,23,34000,34906.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7485,60000.0,31.0,631,1,35,111535,105672.39,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7467,5000.0,24.0,634,3,34,10892,10892.27,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7462,60000.0,24.0,638,6,34,55000,55000.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7457,30000.0,30.0,701,4,25,70000,14509.03,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7445,14000.0,23.0,659,5,31,47566,47565.87,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7424,20000.0,28.0,648,2,32,75000,76800.7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
7420,16000.0,43.0,639,4,33,46300,49483.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7417,26000.0,34.0,637,2,34,29696,29696.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7407,15000.0,27.0,689,7,26,13794,13794.65,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7405,5550.0,26.0,654,7,31,7000,6502.9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7404,10000.0,23.0,698,6,25,17300,17300.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7397,20000.0,25.0,672,7,29,8966,8966.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
7387,14000.0,25.0,668,4,29,26300,21344.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7386,10200.0,28.0,702,6,24,27506,27506.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7383,15000.0,52.0,631,6,35,73388,73383.3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7376,40000.0,50.0,629,5,35,55390,55390.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7374,70000.0,37.0,686,3,27,138000,143450.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7370,21764.0,48.0,688,6,26,94000,60000.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
7369,13000.0,32.0,642,5,33,14000,14100.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7358,9425.0,25.0,651,4,32,28267,30535.54,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7356,19000.0,38.0,642,4,33,52200,30677.97,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7330,200000.0,45.0,643,2,33,169759,169759.41,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
7328,4600.0,22.0,701,6,25,8616,8616.87,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
7327,25000.0,42.0,688,5,26,70000,60364.92,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
7326,4000.0,32.0,629,4,35,7300,13424.83,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7319,300000.0,48.0,656,6,31,104825,60000.0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
7303,15000.0,53.0,686,5,27,68000,68000.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7290,18000.0,25.0,677,6,28,10100,10100.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7280,40000.0,55.0,662,7,30,60000,60077.0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
7272,7000.0,29.0,634,3,34,18000,17700.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7267,13000.0,28.0,685,4,27,60000,8910.05,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7262,18000.0,25.0,677,7,28,19400,19500.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7254,15000.0,36.0,710,8,23,9900,9681.11,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7248,19000.0,31.0,645,3,33,28000,29696.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
7246,13000.0,28.0,636,3,34,22000,22349.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7243,15000.0,41.0,648,4,32,142000,142000.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7236,20000.0,32.0,629,1,35,44190,26226.41,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7234,9200.0,34.0,708,8,24,30000,31246.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7222,10000.0,23.0,678,6,28,10465,10465.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
7217,10000.0,23.0,678,6,28,10500,10465.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
7171,20000.0,30.0,703,8,24,20371,20371.24,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7170,8000.0,32.0,633,6,34,7857,7857.29,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
7167,8000.0,23.0,660,2,30,21661,21900.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
